Codigo Ditrator,Codigo Casa Dos Rolamentos,Codigo Romar Mann,Codigo Indagril,Codigo Primus,Codigo Agromann,Codigo Tidy,Nome Fantasia,Razão Social,Rota,Cidade,Estado,Empresas Trabalhadas
,10195,,,,,10828,,KUCMAQ IND DE MAQUINAS E EQUIP INSL LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Casa Dos Rolamentos
,,,,,,11652,,Khote Eletronica,Rota 1 - Itapiranga,São João do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11383,,Klausmak,Rota A - Oeste,Lebon Régis,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11326,,Klein Assistencia Industrial Moveleira,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11375,,Knapik,Rota D - Paraná,Porto União,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11260,,Korea Tratores - Ls Tractor - Chapeco,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
234801,,,,,,10368,,L G  COMERCIAL DE MAQUINAS AGRICOLAS LTDA ME,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10196,5163,3569,,,10275,,L R VALLE MAQUINAS LTDA,Rota B - Litoral Norte,Rio Do Sul,SC,Casa Dos Rolamentos - Romar Mann - Indagril
1438801,,,,,,10757,,L.M. MECANICA DIESEL LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,,,,,11211,,LAC LELO - Loja De Maquinas,Rota 1 - Itapiranga,São João do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
929701,10197,,,,,10455,,LAERTE DEFAVERI 08491804900,Rota 2 - São Miguel,Iraceminha,SC,Ditrator - Casa Dos Rolamentos
764901,,,,,,10459,,LAMINADOS MARCON LTDA,Rota A - Oeste,Ponte Serrada,SC,Ditrator
1446501,,,,,,10764,,LARISSA NAIARA GERHARDT ROGELIN 03765147010,Rota A - Oeste,Concórdia,SC,Ditrator
,10198,,,,,10107,,LATICINIOS SAO JOAO LTDA,Rota 1 - Itapiranga,São João do Oeste,SC,Casa Dos Rolamentos
1205101,,,,,,10675,,LAURO BACKENDORF,Rota 1 - Itapiranga,Mondai,SC,Ditrator
1062501,,,,,,10652,,LEANDRO LENOIR SEIDER,Rota 1 - Itapiranga,Palmitos,SC,Ditrator
766801,10199,,,,,10369,,LEANDRO SPIASSI 06206246981,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator - Casa Dos Rolamentos
172603,,,,,,10489,,LEAO DIESEL LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,6292,,,,10283,,LENAGRO MAQUINAS AGRICOLAS LTDA - Araranguá,Rota C - Litoral Sul,Araranguá,SC,Romar Mann
,10054,892,1924,,,10211,,LENAGRO MAQUINAS AGRICOLAS LTDA - Campos Novos,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,,3225,1627,,,10213,,LENAGRO MAQUINAS AGRICOLAS LTDA - Rio Do Sul,Rota B - Litoral Norte,Rio Do Sul,SC,Romar Mann - Indagril
93302,,,,,,10421,,LIANE BEHLING SCANDOLARA,Rota 2 - São Miguel,Cunha Porã,SC,Ditrator
,10200,,,,,10786,,LIDER AUTO PECAS LTDA,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos
,,,,,,11096,,LIDER MECANICA INDUSTRIAL  - ME,Rota A - Oeste,Videira,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1499301,,,,,,10991,,LIPTUS INDUSTRIA DE MOVEIS LTDA,Rota 3 - São Lourenço,Coronel Freitas,SC,Ditrator
1416201,10201,,,,,10746,,LIRIO RONCALHO 91561590991,Rota 3 - São Lourenço,Formosa Do Sul,SC,Ditrator - Casa Dos Rolamentos
342301,,,,,,10549,,LIZIANE DEBORTOLI,Rota 3 - São Lourenço,São Domingos,SC,Ditrator
530601,,,,,,10491,,LORECI SUTIL RODRIGUES,Rota A - Oeste,Irani,SC,Ditrator
255101,,,,,,10534,,LORENZETTI  E CIA LTDA,Rota 3 - São Lourenço,São Domingos,SC,Ditrator
585301,,,,,,10495,,LUCAS PARERITO PREDIGER,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1491801,,,,,,10988,,LUCIANE CRISTINA RAUBER 08010734993,Rota 2 - São Miguel,Saudades,SC,Ditrator
798601,,,,,,10506,,LUCIANE PAZ,Rota A - Oeste,Piratuba,SC,Ditrator
105401,,,,,,10393,,LUCIANO ZANETTE ME,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator
591701,,,,,,10552,,LUCIMAR ANDRADE DE SANTI,Rota A - Oeste,Catanduvas,SC,Ditrator
834501,,,,,,10587,,LUCIMARE ZAFFONATO 98726137968,Rota 4 - Parana 1,Guarujá Do Sul,SC,Ditrator
899501,,3783,3491,,,10250,,LUCIVANE VAZ SEMINOTTI ME,Rota 3 - São Lourenço,São Domingos,SC,Ditrator - Romar Mann - Indagril
1033701,,,,,,10603,,LUIS FERNANDO FAGUNDES 05282366959,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator
,10202,,,,,10811,,LUIZ ANTONIO BALBINOT,Rota 2 - São Miguel,Guaraciaba,SC,Casa Dos Rolamentos
1225901,,,,,,10685,,LUIZ CARLOS BATISTTI 57399131953,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1481601,23160,,,,,10037,,LUIZ FERNANDO GARBOZZA LTDA,Rota 5 - Parana 2,Palmas,PR,Ditrator
,10203,,,,,10875,,LUPEA INDUSTRIA E COMERCIO DE PECAS E SERVICOS LTDA,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
,10204,,,,,10076,,LV COMERCIO DE MATERIAIS ELETRICOS LTDA,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos
,,,,,,11414,,Leandro Mecanica Nova Visitar,Rota 3 - São Lourenço,Coronel Freitas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11298,,Leida Comercio De Motoserras,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11174,,Loregian Maquinas,Rota 5 - Parana 2,Coronel Vivida,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11481,,Loregian Máquinass,Rota 5 - Parana 2,Coronel Vivida,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1304901,,,,,,11000,,M3 DIESEL MECANICA E TRANSPORTES LTDA,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator
,10379,,,,,10094,,M3 DIESEL MECANICA E TRANSPORTES LTDA,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Casa Dos Rolamentos
,,,,,,11659,,M3 Diesel,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1091701,10205,,,,,10964,,M S COMERCIO DE MAQUINAS AGRICOLAS LTDA,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos
,10384,,,,,10152,,M. R. ZATTA E CIA LTDA,Rota 4 - Parana 1,Francisco Beltrão,PR,Casa Dos Rolamentos
1190401,,,,,,11738,,M.F DE ARAUJO ALMEIDA - PECAS E SERVICOS,Rota 5 - Parana 2,Palmas,PR,Ditrator
1001901,,,,,,10653,,M.I.P DAMBROSIO,Rota 4 - Parana 1,Marmeleiro,PR,Ditrator
17201,,,,,,11729,,MACHIMAQ MECANICA DE MAQUINAS - EIRELI - Coronel Domingos Soares,Rota 5 - Parana 2,Coronel Domingos Soares,PR,Ditrator
,,546,,,,10262,,MACHIMAQ MECANICA DE MAQUINAS - EIRELI - ME,Rota 5 - Parana 2,Palmas,PR,Romar Mann
1299501,,,,,,10731,,MADEIREIRA SERBEMA LTDA,Rota 5 - Parana 2,Coronel Vivida,PR,Ditrator
,,,,,,11097,,MADENISA INDUSTRIA E COMERCIO DE MADEIRAS  ME,Rota A - Oeste,Curitibanos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
57402,10206,,,,,10029,,"MAGRIPECAS, MAQUINAS E PECAS AGRICOLAS LTDA",Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator - Casa Dos Rolamentos
1310701,,,,,,10740,,MAIKON ANTONIO MOURA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,1904,,,,10219,,MAIOCHI COMERCIO DE TRATORES LTDA,Rota B - Litoral Norte,Guaramirim,SC,Romar Mann
,10207,,,,,10822,,MAIOLI MOTOS LTDA ME,Rota A - Oeste,Xaxim,SC,Casa Dos Rolamentos
,10208,,,,,10794,,MAKROFUSO COM DE PARAFUSOS E METAIS LTDA,Rota D - Paraná,Porto União,SC,Casa Dos Rolamentos
,,,,,,11098,,MALTA COMERCIO DE COMPRESSORES  ME,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10209,,,,,10080,,MANVETEC MANUTENÇÕES DE EQUIPAMENTOS EIRELI,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
1421701,,,,,,10741,,MAQCEN LOCACOES LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1097501,,,,,,11735,,MAQDIESEL MECANICA DE MAQUINAS E CAMINHOES LTDA,Rota 5 - Parana 2,Palmas,PR,Ditrator
,10210,,,,,10865,,MAQTRON IMPORTACAO E EXPORTACAO LTDA,Rota C - Litoral Sul,Joaçaba,SC,Casa Dos Rolamentos
21202,,,,,,10031,,MAQUINAS AGRICOLAS BERTOCHI LTDA,Rota 4 - Parana 1,Pranchita,PR,Ditrator
2243001,10211,,,,,10551,,MAQUINAS DONINI LTDA,Rota 1 - Itapiranga,Palmitos,SC,Ditrator - Casa Dos Rolamentos
1503301,,,,,,11746,,MAQUISUL COMERCIO DE PECAS AGRICOLAS LTDA,Rota 5 - Parana 2,São Jorge d'Oeste,PR,
,,6416,,,,11714,,MAQUISUL COMÉRCIO DE PEÇAS,Rota 5 - Parana 2,São Jorge d'Oeste,PR,Romar Mann
890401,10212,2928,2044,,,10184,,MARA TARCIANI DURGANTE RODRIGUES,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
,10213,,,,,10949,,MARCELO BALDO,Rota 4 - Parana 1,Realeza,PR,Casa Dos Rolamentos
805301,,,,,,10511,,MARCELO SANDI,Rota A - Oeste,Jaborá,SC,Ditrator
40202,,,,,,10433,,MARCIA SERLENE KUFFEL VEIT 06373213919,Rota 1 - Itapiranga,Mondai,SC,Ditrator
1125501,10214,,2493,,,10023,,MARCIANO SHIRMANN,Rota 5 - Parana 2,Clevelândia,PR,Ditrator - Casa Dos Rolamentos - Indagril
1246301,,,,,,11009,,MARCIO LUIS MELLA - PECAS AGRICOLAS,Rota 5 - Parana 2,Palmas,PR,Ditrator
843701,,,,,,10409,,MARCIO MILKIEWICZ 02943858943,Rota 3 - São Lourenço,Coronel Freitas,SC,Ditrator
1502301,,,,,,10995,,MARCIO RODRIGUES PINHEIRO 08820353989,Rota 3 - São Lourenço,Coronel Freitas,SC,Ditrator
513101,,,,,,10479,,MARCIO ROGERIO DE LIMA RIBEIRO,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1254101,,,,,,10697,,MARCOS ANDRE REPRESENTACOES COMERCIAIS EIRELI,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1260301,,,,,,10706,,MARCOS ANTONIO DE COL,Rota 5 - Parana 2,Itapejara d'Oeste,PR,Ditrator
,,,,,,11099,,MARCOS PAULO CIVIDINI ME,Rota C - Litoral Sul,Arroio Trinta,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,3524,,,,10200,,MARCOS ROBERTO MOECKE ME,Rota D - Paraná,Irineópolis,SC,Romar Mann
,10215,,,,,10150,,MARGARETH APARECIDA ANTUNES GUARDINI FERRAMENTAS,Rota 4 - Parana 1,Marmeleiro,PR,Casa Dos Rolamentos
,10216,,,,,10825,,MARIA ODILA RIBEIRO TREINAMENTOS EIRELI,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
17202,,3202,,,,10004,,MARIAK MECANICA DE MAQUINAS LTDA,Rota 5 - Parana 2,Palmas,PR,Ditrator - Romar Mann
,10217,,,,,10866,,MARIN USINAGEM EIRELI,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos
,,,,,,11100,,MARISETE DE MORAIS BARATIERI INDUSTRIA E COMERCIO DE MAQUINAS,Rota C - Litoral Sul,Luzerna,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1293501,,,,,,10729,,MARLON MENEGAT,Rota A - Oeste,Concórdia,SC,Ditrator
549104,,,,,,10715,,MARTINI MAQUINAS AGRICOLAS LTDA,Rota 2 - São Miguel,Serra Alta,SC,Ditrator
549105,,,,,,11755,,MARTINI MAQUINAS AGRICOLAS LTDA,Rota 2 - São Miguel,São Miguel do Oeste,SC,
,,,,,,11101,,MASTER RETIFICA DE MOTORES  - ME,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
801301,,,,,,10644,,MATEUS BINOTTO MECANICA AGRICOLA EIRELI,Rota 2 - São Miguel,Iraceminha,SC,Ditrator
968501,,3416,1788,,,10225,,MATEUS MULLER MENDES - ME,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Romar Mann - Indagril
299802,,,,,,10564,,MATHEUS AUGUSTO MASON,Rota 5 - Parana 2,Coronel Domingos Soares,PR,Ditrator
667602,10218,4771,,,,10260,,MATHEUS HENRIQUE SEITZ,Rota 4 - Parana 1,Perola D'Oeste,PR,Ditrator - Casa Dos Rolamentos - Romar Mann
1278601,,,,,,10719,,MATHEUS MULINARI 09414663967,Rota 1 - Itapiranga,Planalto Alegre,SC,Ditrator
438801,,,,,,10561,,MATHEUS SCHUCK,Rota A - Oeste,Alto Bela Vista,SC,Ditrator
,10219,,,,,10068,,MATTES SERVIÇOS  ELETRONICOS LTDA ME,Rota C - Litoral Sul,Joaçaba,SC,Casa Dos Rolamentos
15501,,,,,,10370,,MAURA JUSTINA GRANDO SCHUMACHER,Rota A - Oeste,Peritiba,SC,Ditrator
969001,,,,,,10436,,MAURI JOSE ELOY - ME,Rota 2 - São Miguel,Modelo,SC,Ditrator
,,,,,,11102,,MAURO BUDNIK 59612010900,Rota D - Paraná,Mafra,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10220,,,,,10808,,MAW MAQUINAS WIGGERS LTDA ME,Rota C - Litoral Sul,Lages,SC,Casa Dos Rolamentos
1501801,,,,,,10042,,MAXIDIESEL MECANICA AGRICOLA LTDA,Rota 4 - Parana 1,Pranchita,PR,Ditrator
845701,,,,,,10593,,MAXSUEL CARLOS LINDEMANN,Rota 2 - São Miguel,Serra Alta,SC,Ditrator
,10221,,,,,10915,,MAXUS IMPLEMENTOS PARA TRANSPORTE E,Rota A - Oeste,Concórdia,SC,Casa Dos Rolamentos
,10222,,,,,10048,,MAXUS IMPLEMENTOS PARA TRANSPORTE E REFRIGERACAO,Rota A - Oeste,Videira,SC,Casa Dos Rolamentos
668201,,,,,,10480,,MAZON E TABAROSKI LTDA,Rota 4 - Parana 1,Realeza,PR,Ditrator
,10385,,,,,11011,,MCA ELETROMOTORES LTDA,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos
,10223,,,,,10124,,MEC AGRIC FRANCESCHETTO LTDA (MECAFRAN),Rota 5 - Parana 2,Mariópolis,PR,Casa Dos Rolamentos
1471801,,,,,,10775,,MECADIESEL MECANICA LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
83901,,171,,,,10164,,MECAFRAN - MECANICA AGRICOLA FRANCESCHETTO LTDA,Rota 5 - Parana 2,Mariópolis,PR,Ditrator - Romar Mann
174701,10225,,,,,10484,,MECAGRIL LTDA,Rota 4 - Parana 1,Guarujá Do Sul,SC,Ditrator - Casa Dos Rolamentos
,,,,,,11103,,MECALMAQ MECANICA DE CARROS E MAQUINAS,Rota A - Oeste,Ouro,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,1463,3254,,,10358,,MECANICA  MARCELINO  COMERCIO E SERV,Rota C - Litoral Sul,Meleiro,SC,Romar Mann - Indagril
,,,3269,,,10360,,MECANICA  ROYER LTDA,Rota 2 - São Miguel,São Miguel do Oeste,SC,Indagril
1504301,10403,1042,3685,,,11715,,MECANICA AGRICOLA AGROTOP,Rota 2 - São Miguel,Cunha Porã,SC,Casa Dos Rolamentos - Romar Mann
3901,10226,890,,,,10212,,MECANICA AGRICOLA CASMAC LTDA - EPP,Rota 4 - Parana 1,São José do Cedro,SC,Ditrator - Casa Dos Rolamentos - Romar Mann
73201,,,,,,10504,,MECANICA AGRICOLA DALLA COSTA LTDA ME,Rota 3 - São Lourenço,Quilombo,SC,Ditrator
139101,10224,1212,,,,10157,,MECANICA AGRICOLA DE IRMAOS SEITZ LTDA - ME,Rota 4 - Parana 1,Perola D'Oeste,PR,Ditrator - Casa Dos Rolamentos - Romar Mann
197001,10227,,,,,10118,,MECANICA AGRICOLA FORESTI LTDA,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos
,10228,694,,,,10216,,MECANICA AGRICOLA PALAVRO LTDA - ME,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann
,10229,224,2591,,,10204,,MECANICA AGRICOLA PAULETTE,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
773001,,2381,,,,10280,,MECANICA AGRICOLA PESSETTE LTDA - ME,Rota 5 - Parana 2,Chopinzinho,PR,Ditrator - Romar Mann
,10230,,2352,,,10890,,MECANICA AGRICOLA ROV LTDA - EPP,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos - Indagril
155701,,,,,,10476,,MECANICA AGRICOLA SIFAZA LTDA ME,Rota 4 - Parana 1,Renascença,PR,Ditrator
,10231,504,1130,,,10060,,MECANICA AGRICOLA TALAMINI,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,10232,,,,,10863,,MECANICA AGRICOLA TITI LTDA,Rota A - Oeste,Videira,SC,Casa Dos Rolamentos
245201,,,,,,10528,,MECANICA AGRICOLA TREVO LTDA,Rota 2 - São Miguel,Cunha Porã,SC,Ditrator
424001,,,,,,10438,,MECANICA AGRICOLA VESCOVI LTDA- ME,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
951101,,,,,,10431,,MECANICA AGUAS FRIAS LTDA - EPP,Rota 2 - São Miguel,Águas Frias,SC,Ditrator
,10233,,,,,10884,,MECANICA AUTO PECAS TRENTIN LTDA,Rota A - Oeste,Videira,SC,Casa Dos Rolamentos
,,,,,,11104,,MECANICA BREDA,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10399,,,,,11020,,MECANICA BREDA LTDA,Rota C - Litoral Sul,Joaçaba,SC,Casa Dos Rolamentos
,10234,,,,,10869,,MECANICA CAMILO IND E COM DE PECAS LTDA,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
1463401,,,,,,10767,,MECANICA CAVIGLION LTDA,Rota A - Oeste,Arvoredo,SC,Ditrator
,10235,1078,3031,,,10205,,MECANICA COSTA PECAS E ACESSORIOS LTDA,Rota C - Litoral Sul,Meleiro,SC,Casa Dos Rolamentos - Romar Mann - Indagril
1468401,,,,,,10771,,MECANICA DARIVA LTDA,Rota 3 - São Lourenço,Jardinópolis,SC,Ditrator
,10236,,,,,10082,,MECANICA DE CARLI LTDA,Rota 2 - São Miguel,Serra Alta,SC,Casa Dos Rolamentos
1042101,,,,,,10667,,MECANICA DENDENA EIRELI,Rota 3 - São Lourenço,Marema,SC,Ditrator
1300101,,,,,,10732,,MECANICA DIESEL NIESCIUR LTDA,Rota 5 - Parana 2,Coronel Vivida,PR,Ditrator
548501,10237,,,,,10127,,MECANICA DO BETO LTDA ME,Rota 2 - São Miguel,Cunha Porã,SC,Ditrator - Casa Dos Rolamentos
,10238,,,,,10911,,MECANICA DO CHICO LTDA - ME,Rota 1 - Itapiranga,Iporã Do Oeste,SC,Casa Dos Rolamentos
46101,,,,,,10597,,MECANICA E ACESSORIOS TRES AMIGOS LTDA,Rota 4 - Parana 1,Dionisio Cerqueira,SC,Ditrator
1417901,,,,,,10972,,MECANICA E AUTO PECAS REDIESEL LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
1470501,,,,,,10773,,MECANICA E AUTOPECAS ANCORA EIRELI,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator
,10239,,,,,10793,,MECANICA E COMERCIAL DE PCS MEOTTI,Rota 4 - Parana 1,São José do Cedro,SC,Casa Dos Rolamentos
185201,10240,,,,,10521,,MECANICA E PRESTADORA DE SERVICOS JUSTEN LTDA,Rota 4 - Parana 1,São José do Cedro,SC,Ditrator - Casa Dos Rolamentos
1188801,,,,,,10665,,MECANICA E TRANSPORTES G.K. LTDA,Rota A - Oeste,Irani,SC,Ditrator
1552601,,,,,,11757,,MECANICA E TRANSPORTES MARCON LTDA,Rota A - Oeste,Ponte Serrada,SC,
,10241,,,,,10887,,MECANICA FACIN LTDA EPP,Rota B - Litoral Norte,Blumenau,SC,Casa Dos Rolamentos
,,,,,,11105,,MECANICA FARENZENA,Rota C - Litoral Sul,Salto Veloso,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
840601,,,,,,10608,,MECANICA FORMOSA LTDA,Rota 3 - São Lourenço,Formosa Do Sul,SC,Ditrator
,10242,,,,,10146,,MECANICA INDUSTRIAL MBO LTDA,Rota 4 - Parana 1,São José do Cedro,SC,Casa Dos Rolamentos
,10243,,,,,10780,,MECANICA INOVACAO LTDA,Rota 2 - São Miguel,Pinhalzinho,SC,Casa Dos Rolamentos
1280201,,,,,,10720,,MECANICA IRMAOS FURLANETTO LTDA,Rota 1 - Itapiranga,Caxambu Do Sul,SC,Ditrator
,10244,,,,,10918,,MECANICA LDL LTDA ME,Rota A - Oeste,Xanxerê,SC,Casa Dos Rolamentos
,10245,,,,,10892,,MECANICA LITORAL DIESEL,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos
174301,,,,,,10453,,MECANICA MARCIAL LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
195401,,,,,,10411,,MECANICA MENDES & FILHOS LTDA - ME,Rota 2 - São Miguel,Maravilha,SC,Ditrator
14702,10246,4309,2020,,,10147,,MECANICA PARIS LTDA ME,Rota 3 - São Lourenço,São Domingos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
1202301,,,,,,10684,,MECANICA PESADA MAQDIESEL LTDA,Rota 3 - São Lourenço,Jardinópolis,SC,Ditrator
1096901,,,,,,10996,,MECANICA POTT LTDA,Rota A - Oeste,Alto Bela Vista,SC,Ditrator
974901,10398,4794,,,,10257,,MECANICA RAUBER LTDA,Rota A - Oeste,Peritiba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann
808901,,,,,,10693,,MECANICA ROMANOS LTDA,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator
946101,10247,,,,,10680,,MECANICA ROYER LTDA,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos
944501,,,,,,10631,,MECANICA SAO CRISTOVAO LTDA,Rota 3 - São Lourenço,União Do Oeste,SC,Ditrator
1448101,,,,,,10766,,MECANICA SAO JORGE LTDA,Rota A - Oeste,Seara,SC,Ditrator
697301,,,,,,10011,,MECANICA THESSING LTDA,Rota 1 - Itapiranga,Iporã Do Oeste,SC,Ditrator
1188001,,,,,,10662,,MECANICA TRESSOLDI E DE PAULA LTDA,Rota A - Oeste,Cordilheira Alta,SC,Ditrator
498201,,,,,,10419,,MECANICA TRICOLOR LTDA,Rota 1 - Itapiranga,São Carlos,SC,Ditrator
,,,,,,11106,,MECANICA WJ AZEVEDO,Rota 2 - São Miguel,Cunha Porã,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10248,,,,,10952,,MECAPEL MECANICA AGRICOLA PEROZZO LTDA,Rota 3 - São Lourenço,Palma Sola,SC,Casa Dos Rolamentos
,10249,1219,,,,10243,,MENEGARO & CIA LTDA,Rota C - Litoral Sul,Turvo,SC,Casa Dos Rolamentos - Romar Mann
,,1046,,,,10224,,MENEGARO COMERCIAL AGRICOLA LTDA,Rota C - Litoral Sul,Turvo,SC,Romar Mann
71201,10250,,,,,10408,,MEPITA MECANICA PESADA LTDA,Rota A - Oeste,Catanduvas,SC,Ditrator - Casa Dos Rolamentos
,10251,,,,,10913,,METAIS UNIAO LTDA,Rota D - Paraná,União da Vitória,PR,Casa Dos Rolamentos
,10393,,,,,11017,,METALURGICA E COMERCIO JUNG LTDA,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
,,,,,,11107,,METALURGICA STAMPOS INDUSTRIA E COMERCIO LTDA,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11108,,MF INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS  - EPP,Rota A - Oeste,Capinzal,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11109,,MH MANUTENCAO MECANICA E HIDRAULICA,Rota A - Oeste,Caçador,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11110,,MICHEL FERRAGENS  ME,Rota C - Litoral Sul,Herval d Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
32801,,570,,,,10176,,MILANI COMERCIO DE MAQUINAS AGRICOLAS LTDA - EPP,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator - Romar Mann
549103,,,,,,10519,,MILLENIUN COMERCIO DE MAQUINAS AGRICOLAS LTDA,Rota 2 - São Miguel,Serra Alta,SC,Ditrator
,,,,,,11023,,MIOLAR ALIMENTOS  - Sao Jorge D'oeste,Rota 5 - Parana 2,São Jorge d'Oeste,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10252,,,,,10850,,MIOLAR ALIMENTOS LTDA - Dois Vizinhos,Rota 5 - Parana 2,Dois Vizinhos,PR,Casa Dos Rolamentos
,,,,,,11111,,MM ENGENHARIA  ME,Rota C - Litoral Sul,Tangará,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
444401,,,,,,10565,,MM MASTER MAQUINAS COMERCIO E SERVICOS DE PECAS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1303501,,,,,,10733,,MM MECANICA E COMERCIO DE MAQUINAS LTDA,Rota 4 - Parana 1,São José do Cedro,SC,Ditrator
,10253,,,,,10957,,MORATELLI SOLUÇÕES AGRICOLAS E INDUSTRIAIS LTDA,Rota B - Litoral Norte,Taió,SC,Casa Dos Rolamentos
